2018;08;23;07;00;12.50;88.00;1024.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;6.49;303.69;9.39;302.47;13.44;249.62;7.92
2018;08;23;08;00;12.55;86.00;1024.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;11.57;5.19;303.69;7.59;301.43;11.61;240.26;5.76
2018;08;23;09;00;12.81;83.00;1024.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;76.54;4.20;300.96;5.99;302.74;10.46;243.43;4.68
2018;08;23;10;00;13.12;80.00;1025.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;137.06;4.10;307.87;5.69;304.70;8.23;246.80;3.96
2018;08;23;11;00;13.42;78.00;1025.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;186.90;3.71;299.05;5.50;301.61;5.96;244.98;4.68
2018;08;23;12;00;14.03;76.00;1025.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;321.29;3.67;281.31;5.01;291.04;4.33;228.37;6.48
2018;08;23;13;00;14.02;76.00;1024.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;195.80;4.80;257.01;5.77;273.58;3.10;215.54;5.40
2018;08;23;14;00;16.92;63.00;1023.90;0.00;0.00;10.00;0.00;0.00;10.00;53.62;534.89;9.61;257.01;9.06;263.16;5.35;222.27;8.28
2018;08;23;15;00;16.87;62.00;1023.60;0.00;0.00;10.00;0.00;0.00;10.00;53.62;342.65;10.38;236.31;8.89;238.24;3.22;206.57;8.28
2018;08;23;16;00;16.85;62.00;1023.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;461.02;10.30;216.47;7.93;219.47;3.24;180.00;8.64
2018;08;23;17;00;16.58;63.00;1023.10;0.00;0.00;10.00;0.00;0.00;10.00;53.62;312.39;11.09;193.13;7.64;188.13;3.26;173.66;8.28
2018;08;23;18;00;15.91;66.00;1022.80;0.00;0.00;10.00;0.00;0.00;10.00;20.56;140.62;10.46;176.05;9.36;157.38;2.55;171.87;9.00
2018;08;23;19;00;14.93;72.00;1022.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.12;9.26;166.50;9.89;146.89;0.80;153.43;7.20
2018;08;23;20;00;14.01;78.00;1023.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.57;160.20;12.43;157.89;1.48;75.96;8.28
2018;08;23;21;00;13.20;82.00;1023.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.69;158.20;16.07;164.41;3.10;54.46;7.92
2018;08;23;22;00;12.66;85.00;1022.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.90;160.91;18.16;166.24;5.00;30.26;7.92
2018;08;23;23;00;12.40;86.00;1022.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.45;162.26;18.43;167.59;6.73;15.52;10.80
2018;08;24;00;00;12.32;86.00;1022.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.77;160.82;16.77;165.07;7.28;8.53;10.44
2018;08;24;01;00;12.27;86.00;1022.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.63;160.71;14.93;164.62;7.20;360.00;9.72
2018;08;24;02;00;11.96;88.00;1021.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.29;156.37;12.76;163.61;7.77;346.61;10.44
2018;08;24;03;00;11.80;90.00;1021.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.19;146.31;10.25;161.57;8.89;338.63;6.12
2018;08;24;04;00;11.62;92.00;1020.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.56;135.00;8.31;162.35;9.51;330.52;4.32
2018;08;24;05;00;11.43;93.00;1019.90;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;2.62;105.95;6.73;164.48;10.30;323.53;2.52
2018;08;24;06;00;11.03;96.00;1019.70;0.00;0.00;4.00;0.00;0.00;4.00;0.00;0.00;2.16;90.00;5.05;175.91;11.48;318.81;0.72
2018;08;24;07;00;10.59;98.00;1019.60;0.00;0.00;28.00;0.00;0.00;28.00;32.40;0.00;2.31;51.34;3.24;180.00;12.77;319.57;2.16
2018;08;24;08;00;10.51;95.00;1019.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;32.93;2.31;38.66;3.26;173.66;13.55;320.39;2.52
2018;08;24;09;00;11.19;92.00;1019.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;181.56;2.04;45.00;3.88;158.20;14.48;325.12;2.52
2018;08;24;10;00;13.14;82.00;1019.20;0.00;0.00;35.00;0.00;0.00;35.00;37.66;374.69;0.36;360.00;2.90;172.87;16.79;329.04;2.16
2018;08;24;11;00;15.58;68.00;1018.60;0.00;0.00;2.00;0.00;0.00;2.00;58.72;537.56;3.24;270.00;2.97;255.96;19.02;330.52;4.32
2018;08;24;12;00;16.79;60.00;1017.90;0.00;0.00;4.00;0.00;0.00;4.00;57.45;638.13;7.20;270.00;7.20;270.00;21.41;333.00;7.20
2018;08;24;13;00;17.60;56.00;1017.10;0.00;0.00;7.00;0.00;0.00;7.00;55.53;687.08;9.53;259.11;9.39;265.60;23.07;337.04;10.08
2018;08;24;14;00;19.40;53.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;675.51;8.70;245.56;7.20;270.00;25.77;331.65;16.20
2018;08;24;15;00;19.50;54.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;610.54;9.00;233.13;6.13;266.63;24.51;330.05;16.92
2018;08;24;16;00;19.36;55.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;493.06;8.89;211.76;3.22;243.43;22.10;329.68;16.20
2018;08;24;17;00;18.86;58.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;334.64;8.71;187.13;2.41;153.43;20.62;335.22;15.84
2018;08;24;18;00;17.73;64.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;23.70;151.30;7.64;171.87;6.49;123.69;19.30;345.96;15.12
2018;08;24;19;00;16.29;72.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.01;8.22;151.19;10.00;120.26;20.99;354.09;8.64
2018;08;24;20;00;15.06;79.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.93;140.53;10.97;131.01;25.92;350.41;8.64
2018;08;24;21;00;14.11;83.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.92;152.10;10.50;157.83;29.52;347.32;7.56
2018;08;24;22;00;13.76;85.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.51;168.69;9.36;180.00;31.08;341.77;6.12
2018;08;24;23;00;13.36;87.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.32;180.00;6.73;195.52;33.01;341.57;3.96
2018;08;25;00;00;13.04;89.00;1012.30;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00;2.55;225.00;5.32;241.70;35.43;334.74;13.32
2018;08;25;01;00;12.88;90.00;1012.00;0.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;4.32;270.00;8.76;279.46;38.52;322.59;14.76
2018;08;25;02;00;12.29;94.00;1011.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.42;284.04;14.24;290.73;41.62;322.73;17.64
2018;08;25;03;00;12.31;93.00;1012.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.44;282.72;17.65;286.59;43.04;313.31;14.40
2018;08;25;04;00;12.00;92.00;1011.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.78;289.86;18.00;286.26;46.67;311.56;28.44
2018;08;25;05;00;11.89;90.00;1011.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;19.17;304.29;23.28;301.72;46.89;308.45;33.12
2018;08;25;06;00;12.02;87.00;1011.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;24.29;320.41;31.16;319.69;44.93;303.56;30.60
2018;08;25;07;00;12.16;90.00;1011.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;28.99;331.84;36.62;329.91;45.44;307.60;37.80
2018;08;25;08;00;12.28;91.00;1011.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;14.24;32.76;337.38;40.91;335.01;50.10;309.75;45.36
2018;08;25;09;00;12.32;89.00;1011.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;82.77;36.91;339.44;44.86;337.34;58.57;313.51;45.72
2018;08;25;10;00;12.48;85.00;1011.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;147.74;39.99;339.44;48.41;337.25;68.51;316.92;49.68
2018;08;25;11;00;12.71;82.00;1011.80;0.00;0.00;94.00;0.00;0.00;94.00;0.00;202.03;42.85;338.82;51.76;336.64;75.46;320.61;53.28
2018;08;25;12;00;13.13;79.00;1011.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;232.29;46.61;336.80;56.52;334.74;76.47;322.27;55.80
2018;08;25;13;00;13.10;79.00;1010.50;0.10;0.00;100.00;0.00;0.00;100.00;0.00;164.65;49.28;334.93;60.70;333.59;80.81;324.61;61.56
2018;08;25;14;00;14.73;76.00;1010.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;270.56;52.74;327.83;65.00;326.75;85.01;319.29;63.72
2018;08;25;15;00;14.18;80.00;1010.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;244.75;52.79;329.24;66.32;327.86;85.83;316.87;66.60
2018;08;25;16;00;13.83;83.00;1010.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;156.64;54.28;331.91;67.56;330.29;93.19;316.25;68.04
2018;08;25;17;00;13.59;87.00;1009.10;0.40;0.00;100.00;0.00;0.00;100.00;0.00;63.19;55.57;335.10;70.36;333.57;101.61;316.58;71.28
2018;08;25;18;00;13.37;92.00;1008.90;1.70;0.00;100.00;0.00;4.00;100.00;0.00;19.58;54.98;336.46;68.77;334.91;109.72;315.66;72.72
2018;08;25;19;00;13.50;96.00;1009.00;3.00;0.00;100.00;0.00;11.00;100.00;0.00;0.89;53.32;325.45;68.42;324.64;111.37;310.28;71.28
2018;08;25;20;00;12.97;88.00;1011.00;5.30;0.00;100.00;0.00;7.00;100.00;0.00;0.00;44.46;275.11;54.48;273.79;68.25;265.46;51.48
2018;08;25;21;00;11.60;81.00;1012.60;0.70;0.00;100.00;0.00;0.00;100.00;0.00;0.00;43.15;257.47;51.33;259.08;70.20;255.75;64.44
2018;08;25;22;00;10.65;75.00;1013.60;0.20;0.00;100.00;0.00;0.00;100.00;0.00;0.00;38.88;270.00;46.45;270.89;70.56;270.29;51.48
2018;08;25;23;00;10.56;73.00;1014.20;0.70;0.00;100.00;0.00;0.00;100.00;0.00;0.00;37.42;262.26;44.34;262.07;59.26;261.97;63.36
2018;08;26;00;00;9.81;71.00;1015.40;0.30;0.00;100.00;0.00;0.00;100.00;0.00;0.00;37.02;256.50;43.66;256.65;55.92;258.11;50.04
2018;08;26;01;00;9.34;69.00;1016.30;0.10;0.00;75.00;0.00;0.00;75.00;0.00;0.00;35.02;255.11;41.49;254.40;53.52;252.78;46.08
2018;08;26;02;00;8.90;69.00;1016.90;0.10;0.00;72.00;0.00;0.00;72.00;0.00;0.00;32.84;257.33;38.97;258.27;50.38;256.36;42.48
2018;08;26;03;00;8.65;71.00;1017.70;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;34.16;262.13;40.63;262.87;51.58;262.38;44.28
2018;08;26;04;00;8.29;71.00;1018.50;0.50;0.00;100.00;0.00;0.00;100.00;0.00;0.00;35.19;262.95;41.71;263.06;53.51;261.49;43.20
2018;08;26;05;00;8.29;71.00;1018.60;0.50;0.00;100.00;0.00;100.00;100.00;0.00;0.00;34.27;266.39;40.74;266.96;52.92;263.36;44.28
2018;08;26;06;00;8.38;69.00;1019.20;0.70;0.00;100.00;0.00;0.00;100.00;0.00;0.00;34.43;263.40;40.99;262.94;53.05;262.20;42.84
2018;08;26;07;00;8.41;69.00;1020.40;0.50;0.00;100.00;0.00;3.00;100.00;0.00;0.00;33.86;261.44;39.97;262.23;51.91;260.02;41.76
2018;08;26;08;00;8.45;67.00;1021.60;0.40;0.00;100.00;0.00;0.00;100.00;0.00;12.46;33.11;258.08;38.97;258.27;50.30;256.76;41.04
2018;08;26;09;00;8.61;65.00;1022.30;0.30;0.00;80.00;0.00;0.00;80.00;8.94;71.20;32.62;259.19;37.71;259.55;48.46;256.69;41.04
2018;08;26;10;00;9.02;64.00;1023.60;0.40;0.00;100.00;0.00;0.00;100.00;0.00;128.16;32.49;260.43;37.88;261.25;47.73;258.69;41.76
2018;08;26;11;00;9.20;63.00;1025.00;0.30;0.00;100.00;0.00;0.00;100.00;0.00;172.66;32.97;259.30;37.71;259.55;47.80;258.27;42.84
2018;08;26;12;00;9.35;63.00;1025.50;0.30;0.00;100.00;0.00;0.00;100.00;0.00;207.37;32.62;259.19;37.29;259.99;46.74;258.00;43.20
2018;08;26;13;00;9.43;62.00;1026.10;0.30;0.00;100.00;0.00;0.00;100.00;0.00;232.29;31.71;257.54;35.65;258.35;44.53;255.96;38.16
2018;08;26;14;00;9.83;60.00;1025.70;0.20;0.00;73.00;0.00;0.00;73.00;13.40;226.95;29.72;253.10;33.18;254.91;40.87;252.04;36.72
2018;08;26;15;00;9.76;64.00;1026.40;0.00;0.00;57.00;0.00;0.00;57.00;23.62;200.25;28.24;252.95;31.35;254.69;39.73;252.06;33.12
2018;08;26;16;00;9.68;66.00;1026.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;159.31;26.55;254.27;29.69;255.96;39.39;251.90;31.68
2018;08;26;17;00;9.50;67.00;1027.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;111.25;25.15;256.76;28.66;258.41;38.48;252.58;31.32
2018;08;26;18;00;9.36;68.00;1028.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;55.18;23.75;255.96;27.61;257.96;38.25;251.91;29.88
2018;08;26;19;00;9.28;69.00;1028.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;3.56;22.01;254.83;26.20;257.30;37.84;248.81;27.72
2018;08;26;20;00;9.26;70.00;1029.50;0.20;0.00;100.00;0.00;0.00;100.00;0.00;0.00;21.83;256.65;25.70;258.69;37.30;247.89;26.64
2018;08;26;21;00;9.22;71.00;1029.40;0.30;0.00;100.00;0.00;0.00;100.00;0.00;0.00;21.79;262.41;26.04;264.45;35.97;251.93;28.08
2018;08;26;22;00;9.26;70.00;1029.50;0.20;0.00;73.00;0.00;0.00;73.00;0.00;0.00;21.24;270.00;25.56;270.81;35.03;257.54;27.36
2018;08;26;23;00;9.46;69.00;1030.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;19.47;266.82;23.77;268.26;34.86;253.81;25.20
2018;08;27;00;00;9.62;69.00;1031.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;19.08;270.00;23.76;270.87;35.19;256.39;27.00
2018;08;27;01;00;9.75;68.00;1030.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;20.24;275.10;25.33;275.71;35.19;262.95;29.16
2018;08;27;02;00;9.82;66.00;1030.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;23.32;278.88;29.18;279.23;36.36;269.43;30.96
2018;08;27;03;00;9.79;67.00;1030.40;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;24.50;280.15;30.78;280.78;38.53;271.07;30.96
2018;08;27;04;00;9.86;70.00;1030.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;24.45;283.63;30.04;283.87;40.02;273.09;31.68
2018;08;27;05;00;9.94;72.00;1029.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;24.10;283.83;29.60;283.36;40.68;270.51;32.40
2018;08;27;06;00;10.02;75.00;1029.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;24.72;286.06;30.66;285.67;43.92;269.53;30.96
2018;08;27;07;00;10.33;77.00;1029.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;26.18;288.43;31.88;288.43;45.37;270.91;33.12
2018;08;27;08;00;10.90;75.00;1030.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;35.60;28.36;290.05;34.63;290.70;46.09;270.90;34.20
2018;08;27;09;00;11.18;76.00;1030.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;75.65;31.10;290.32;37.25;290.36;50.89;274.06;37.80
2018;08;27;10;00;11.49;78.00;1030.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;131.72;33.16;290.99;38.98;291.11;54.46;273.41;40.32
2018;08;27;11;00;11.71;81.00;1030.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;178.89;34.23;292.25;38.91;292.29;57.25;271.08;39.60
2018;08;27;12;00;11.79;81.00;1030.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;164.65;34.43;291.47;40.38;291.99;57.14;264.58;40.32
2018;08;27;13;00;12.29;81.00;1029.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;234.96;33.37;293.52;38.20;293.91;57.21;263.86;39.60
2018;08;27;14;00;13.41;75.00;1028.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;217.16;30.10;276.87;34.68;279.56;52.56;260.54;35.28
2018;08;27;15;00;13.24;77.00;1028.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;186.01;28.91;275.00;33.32;276.20;49.51;256.97;35.64
2018;08;27;16;00;13.16;81.00;1028.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;145.96;27.51;276.01;31.93;277.13;47.03;253.09;32.04
2018;08;27;17;00;13.08;83.00;1028.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;87.22;26.04;275.55;29.74;276.95;44.07;252.90;30.24
2018;08;27;18;00;12.97;84.00;1028.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;39.16;22.78;275.44;26.08;276.34;40.71;248.20;28.08
2018;08;27;19;00;12.79;86.00;1028.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;3.56;21.25;280.74;25.70;281.31;37.36;242.45;27.00
2018;08;27;20;00;12.79;89.00;1028.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;20.61;289.38;25.07;291.04;35.13;245.80;26.28
2018;08;27;21;00;12.80;93.00;1028.90;0.40;0.00;100.00;0.00;0.00;100.00;0.00;0.00;20.19;291.99;24.34;293.53;32.57;249.96;23.76
2018;08;27;22;00;12.78;93.00;1029.40;0.20;0.00;100.00;0.00;0.00;100.00;0.00;0.00;19.24;287.42;23.80;287.61;25.46;241.26;21.96
2018;08;27;23;00;12.63;93.00;1030.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;18.10;287.35;21.07;286.89;20.77;244.32;19.80
2018;08;28;00;00;12.58;94.00;1030.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;15.04;291.04;16.65;291.57;21.92;255.74;16.92
2018;08;28;01;00;12.55;95.00;1030.10;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.99;294.10;17.32;290.70;22.25;260.69;16.92
2018;08;28;02;00;12.61;96.00;1030.20;0.30;0.00;100.00;0.00;0.00;100.00;0.00;0.00;15.14;298.39;19.16;295.60;19.84;258.49;18.36
2018;08;28;03;00;12.76;96.00;1030.30;0.40;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.89;305.91;15.48;305.54;17.38;256.83;16.20
2018;08;28;04;00;12.85;96.00;1029.60;0.30;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.03;308.93;14.69;306.03;16.42;254.74;12.60
2018;08;28;05;00;12.83;96.00;1029.10;0.20;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.75;310.03;15.48;305.54;16.95;257.74;12.96
2018;08;28;06;00;12.79;96.00;1029.10;0.20;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.46;316.27;15.82;311.31;17.58;259.38;13.32
2018;08;28;07;00;12.81;96.00;1029.30;0.20;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.18;326.82;15.91;322.35;17.46;261.70;12.60
2018;08;28;08;00;12.87;96.00;1029.90;0.20;0.00;100.00;0.00;0.00;100.00;0.00;7.12;10.97;336.80;15.81;329.93;16.81;260.13;12.24
2018;08;28;09;00;12.87;95.00;1030.20;0.20;0.00;100.00;0.00;0.00;100.00;0.00;37.38;11.87;345.96;14.97;332.82;16.34;262.41;12.96
2018;08;28;10;00;12.86;93.00;1030.50;0.20;0.00;100.00;0.00;0.00;100.00;0.00;71.20;12.57;346.76;14.34;331.50;17.02;263.93;13.32
2018;08;28;11;00;12.79;92.00;1030.60;0.20;0.00;100.00;0.00;0.00;100.00;0.00;97.01;12.18;341.03;13.78;326.73;17.65;258.23;13.68
2018;08;28;12;00;12.93;91.00;1030.30;0.20;0.00;100.00;0.00;0.00;100.00;0.00;116.59;10.79;334.29;12.82;321.84;17.87;251.20;13.68
2018;08;28;13;00;13.19;91.00;1029.60;0.10;0.00;100.00;0.00;0.00;100.00;0.00;130.83;9.73;321.01;11.72;312.51;17.24;241.29;11.52
2018;08;28;14;00;14.76;84.00;1028.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;255.43;7.93;309.47;9.73;308.99;7.86;254.05;8.64
2018;08;28;15;00;14.87;81.00;1027.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;272.34;7.42;284.04;8.43;289.98;4.84;221.99;8.28
2018;08;28;16;00;15.31;77.00;1027.40;0.00;0.00;10.00;0.00;0.00;10.00;53.62;280.35;7.24;264.29;7.56;270.00;4.38;170.54;7.20
2018;08;28;17;00;15.11;77.00;1027.10;0.00;0.00;10.00;0.00;0.00;10.00;53.62;218.05;8.09;237.72;8.09;237.72;5.12;140.71;9.36
2018;08;28;18;00;14.69;80.00;1026.80;0.00;0.00;94.00;0.00;0.00;94.00;0.00;110.36;8.29;214.38;8.79;214.99;6.13;139.76;10.08
2018;08;28;19;00;14.45;82.00;1026.80;0.00;0.00;10.00;0.00;0.00;10.00;0.00;6.23;8.83;191.77;8.71;187.13;6.41;141.84;10.44
2018;08;28;20;00;13.75;86.00;1026.90;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;8.47;167.74;9.83;156.25;5.90;142.43;11.52
2018;08;28;21;00;13.40;89.00;1026.70;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;8.85;153.43;11.68;146.31;5.35;132.27;9.72
2018;08;28;22;00;13.04;92.00;1026.40;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;9.66;153.43;14.18;156.04;4.90;107.10;11.16
2018;08;28;23;00;12.78;94.00;1026.20;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;11.59;154.23;18.06;156.50;6.21;79.99;12.60
2018;08;29;00;00;12.67;94.00;1026.10;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;14.24;159.27;20.33;157.07;7.09;66.04;18.00
2018;08;29;01;00;13.19;89.00;1025.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.31;163.07;22.66;162.43;6.62;45.00;20.88
2018;08;29;02;00;13.10;86.00;1025.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.11;165.38;18.60;165.43;5.96;25.02;16.92
2018;08;29;03;00;13.03;85.00;1025.30;0.00;0.00;67.00;0.00;0.00;67.00;0.00;0.00;16.33;165.96;18.58;171.09;7.56;360.00;18.36
2018;08;29;04;00;12.85;86.00;1024.80;0.00;0.00;82.00;0.00;0.00;82.00;0.00;0.00;15.73;164.05;18.53;172.18;9.89;349.51;18.36
2018;08;29;05;00;12.70;87.00;1024.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.69;162.90;17.58;169.38;12.92;347.13;16.92
2018;08;29;06;00;12.56;88.00;1024.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.12;160.64;16.77;165.07;15.04;338.96;12.96
2018;08;29;07;00;12.52;88.00;1024.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.44;159.62;16.97;162.72;16.79;329.04;10.44
2018;08;29;08;00;12.83;86.00;1023.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;33.82;14.12;160.64;17.21;164.22;17.58;325.01;13.32
2018;08;29;09;00;13.65;83.00;1023.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;175.33;14.46;161.11;15.83;162.80;18.58;328.47;14.04
2018;08;29;10;00;14.83;78.00;1023.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;363.12;13.80;164.88;14.24;163.86;22.07;326.31;11.52
2018;08;29;11;00;15.83;73.00;1022.80;0.00;0.00;82.00;0.00;0.00;82.00;7.66;524.21;13.56;169.29;13.36;165.96;25.46;326.53;11.52
2018;08;29;12;00;16.79;70.00;1022.10;0.00;0.00;71.00;0.00;0.00;71.00;14.68;648.81;14.15;172.69;12.92;167.12;25.28;324.27;16.92
2018;08;29;13;00;17.40;68.00;1021.10;0.00;0.00;60.00;0.00;0.00;60.00;21.70;694.20;15.99;172.23;14.15;165.26;23.05;321.34;12.96
2018;08;29;14;00;18.23;64.00;1020.30;0.00;0.00;12.00;0.00;0.00;12.00;52.34;689.75;18.23;170.91;18.25;165.14;11.50;290.14;15.84
2018;08;29;15;00;17.94;66.00;1019.80;0.00;0.00;16.00;0.00;0.00;16.00;49.79;623.89;20.12;169.70;20.78;165.96;11.53;284.47;15.84
2018;08;29;16;00;17.24;69.00;1019.50;0.00;0.00;57.00;0.00;0.00;57.00;23.62;506.41;21.32;168.31;23.49;164.90;10.18;278.13;15.48
2018;08;29;17;00;16.25;73.00;1019.10;0.00;0.00;84.00;0.00;0.00;84.00;6.38;346.21;22.45;167.97;25.15;166.76;8.64;270.00;15.84
2018;08;29;18;00;15.08;79.00;1018.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;162.87;23.05;165.53;28.04;164.36;6.21;259.99;16.56
2018;08;29;19;00;14.12;84.00;1018.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;12.46;22.70;165.30;29.97;163.96;3.83;228.81;16.56
2018;08;29;20;00;13.82;86.00;1018.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;22.45;164.18;30.97;162.41;2.97;194.04;16.20
2018;08;29;21;00;13.57;88.00;1018.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;21.07;163.11;30.28;162.00;2.97;165.96;15.48
2018;08;29;22;00;13.48;90.00;1018.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;19.35;161.57;28.24;160.64;3.56;135.00;20.52
2018;08;29;23;00;13.29;91.00;1018.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.19;160.43;25.84;161.31;3.22;116.57;12.96
2018;08;30;00;00;12.96;92.00;1017.70;0.00;0.00;80.00;0.00;0.00;80.00;0.00;0.00;14.24;159.27;23.22;161.00;2.90;97.13;11.52
2018;08;30;01;00;12.59;94.00;1017.10;0.00;0.00;63.00;0.00;0.00;63.00;0.00;0.00;12.10;157.25;22.21;160.10;2.90;82.87;10.08
2018;08;30;02;00;12.30;94.00;1016.60;0.00;0.00;60.00;0.00;0.00;60.00;0.00;0.00;11.44;155.85;21.07;160.02;2.74;66.80;9.72
2018;08;30;03;00;12.07;94.00;1016.20;0.00;0.00;44.00;0.00;0.00;44.00;0.00;0.00;10.79;154.29;19.81;160.91;2.10;59.04;8.64
2018;08;30;04;00;11.92;94.00;1015.60;0.00;0.00;58.00;0.00;0.00;58.00;0.00;0.00;9.98;154.36;19.14;163.61;1.61;26.57;6.84
